,zen_rec,log10_sb,beta,stationnumber,angle_B,primary
244,0.6196218947811207,3.242411097363132,-2.290057103105701,9,0.968210710937417,unconvphoton
245,0.6335222644025287,3.150511890024873,-2.2696108739262963,9,0.9698019723799308,unconvphoton
246,0.6694177742544555,3.048358234799363,-2.236852735948871,8,0.8909957938715044,unconvphoton
247,0.6775940568431422,3.0158445783778998,-2.219682457634375,10,0.8866409761440119,unconvphoton
248,0.6603785439555766,3.169012132292888,-2.247882058478118,8,0.8962687390256607,unconvphoton
249,0.7171717461458826,2.896930971084359,-2.1676511540404135,9,0.732711624005227,unconvphoton
250,0.8282009544090992,3.3798998509022886,-2.018641185809087,14,0.05132722150650215,unconvphoton
251,0.81245531836405,3.3937220178524576,-2.046289103683649,13,0.04923833809131949,unconvphoton
252,0.8224931112193524,3.3534962991808634,-2.0316637973981315,12,0.046386283726959514,unconvphoton
253,0.8184153758816686,3.36141838566633,-2.0016171059411283,12,0.05996257425741732,unconvphoton
254,0.7036224458661748,3.127459427468033,-2.1918054205471185,11,0.9993325779128778,unconvphoton
255,0.7128774545661338,3.1368304729236547,-2.1789240548072755,9,0.9995641903509045,unconvphoton
256,0.7922605203039633,2.9909350724301453,-2.014213846814333,9,0.21200082024636305,unconvphoton
257,0.7951436160647043,3.07440003685119,-2.0392851229143796,12,0.1767772223415245,unconvphoton
258,0.793465352037591,3.038435940751769,-2.044693488845816,9,0.20439181007898244,unconvphoton
259,0.8381777603857745,3.487322353049804,-1.984253008475259,12,0.2963815836020424,unconvphoton
260,0.8346776389299136,3.5414963324498467,-2.0273323385685167,12,0.2953799292778674,unconvphoton
261,0.8358883025757362,3.508357014372367,-1.9845412757876637,14,0.28476479162433194,unconvphoton
262,0.8408104113439973,3.5386516050343784,-2.005152121016721,14,0.2928977917598985,unconvphoton
263,0.7282411766422539,2.997123626173003,-2.147904099894913,9,0.9861076350523431,unconvphoton
264,0.7246819156264073,2.8881403697499883,-2.1500534855911573,8,0.9873875259007713,unconvphoton
265,0.7275880233401375,2.9918182967205134,-2.14781968878209,9,0.9860016435927735,unconvphoton
266,0.7418406365819814,3.0396882256871454,-2.1242989341811827,9,0.9893491851278396,unconvphoton
267,0.5044437698857309,3.3015965619126018,-2.383428639045837,10,0.9679872655606164,unconvphoton
268,0.507690861421433,3.2847230662547884,-2.385859581475464,7,0.9687446685000177,unconvphoton
269,0.5061746177502686,3.3100693345593233,-2.386072558529446,10,0.9698146730621372,unconvphoton
270,0.505222066664229,3.273175477845586,-2.3802080791174838,9,0.9690020053496115,unconvphoton
271,0.8263633243143146,3.16133552032027,-1.9340237428934068,9,0.7692747026932467,unconvphoton
272,0.8215323411263666,3.212819841533225,-1.9900435257473212,12,0.7661873395249724,unconvphoton
273,0.8250999669396726,3.041346468165574,-1.968584766173462,9,0.7802154924747855,unconvphoton
274,0.8162363670492215,3.1474541337917823,-1.9887251423008854,9,0.7749182269258066,unconvphoton
275,0.8434469066128539,3.230694472750732,-1.9310395838823031,13,0.7749408483321057,unconvphoton
276,0.69441204900023,3.077358145217447,-2.2029992017778444,10,0.9802168282386484,unconvphoton
277,0.7016577367957216,3.1154939036073697,-2.1923124296211904,10,0.9787651979793807,unconvphoton
278,0.2652065060742238,3.445267258834112,-2.4928309486648557,9,0.6348856183098079,unconvphoton
279,0.26209576978290855,3.4579373794365416,-2.4938072077537328,9,0.6364289103157049,unconvphoton
280,0.2656293642738699,3.4463174629033038,-2.4822376055781454,8,0.6326510361557635,unconvphoton
281,0.2621535261485798,3.407629701862542,-2.4925276793989575,10,0.6406159227054685,unconvphoton
282,0.8365934941345196,3.070014830078415,-1.9145080500832294,11,0.3673561204516827,unconvphoton
283,0.839139491776685,2.999297888061776,-1.8961595172504426,11,0.37705623343109956,unconvphoton
284,0.8358115690674476,3.163391838460709,-1.9072842687845135,12,0.3771755841275089,unconvphoton
285,0.8337152136812856,3.1490681172584076,-1.9225617638490804,12,0.3839901567849326,unconvphoton
286,0.8291598844730528,3.1374587129508247,-1.9145402428184024,12,0.3591910493812741,unconvphoton
287,0.7597556464063362,3.37185010994273,-2.1398838095169177,12,0.9076377166049523,unconvphoton
288,0.7652884614003367,3.420885834356968,-2.131759360876055,16,0.9069669978937296,unconvphoton
289,0.7571124462846966,3.4694636920840547,-2.1456921350116334,15,0.9059816537558569,unconvphoton
290,0.7595165735074546,3.455477027238339,-2.1459059832165877,16,0.900152486803102,unconvphoton
291,0.7633238573258035,3.4791450899078815,-2.1160141265892243,13,0.9071436510168827,unconvphoton
292,0.6437983392892964,3.224807335300603,-2.284831821781534,10,0.997617303797482,unconvphoton
293,0.6472028081106302,3.144453331598477,-2.2693556607941865,10,0.997167668442122,unconvphoton
